Source_IP,Destination_IP,Protocol,Packet_Size,Flow_Duration,Bytes_Per_Second,Login_Attempts,API_Requests,Unauthorized_Access,Malware_Attack,DDoS_Attack,Abnormal_Data_Transfer_MB,Encrypted_Traffic_Ratio,Failed_Auth_Attempts,TCP_Flags,Suspicious_IP_Flag,Port_Scan_Activity,Suspicious_DNS_Request,Anomalous_Behavior_Score,Object_Type
192.168.1.241,10.0.0.136,ICMP,812,15082,19008.02,32,188,0,0,0,8547,0.27,24,RST,0,0,0,0.67,Normal
192.168.1.52,10.0.0.59,ICMP,1237,3601,1100.08,44,167,0,0,0,9602,0.78,21,PSH,0,0,0,0.87,Normal
192.168.1.253,10.0.0.193,UDP,709,5655,1248.09,22,66,0,0,0,801,0.55,14,PSH,0,0,0,0.6,Normal
192.168.1.96,10.0.0.209,ICMP,442,4129,18608.79,41,32,0,0,0,836,0.14,3,PSH,0,0,0,0.58,Normal
192.168.1.132,10.0.0.12,ICMP,671,5321,15793.96,28,51,0,0,0,8263,0.39,16,SYN,0,0,0,0.71,Normal
192.168.1.222,10.0.0.4,TCP,1029,8954,15487.6,41,26,1,0,0,6836,0.91,20,PSH,0,0,0,0.39,Unauthorized Access
192.168.1.229,10.0.0.117,TCP,588,3058,14855.01,38,57,0,0,0,7110,0.42,22,SYN,0,0,0,0.95,Normal
192.168.1.151,10.0.0.205,UDP,1204,4454,14349.42,37,84,0,0,0,973,0.95,7,URG,0,0,0,0.64,Normal
192.168.1.231,10.0.0.95,TCP,639,4130,12268.33,6,188,0,0,0,782,0.92,20,PSH,0,0,0,0.95,Normal
192.168.1.237,10.0.0.125,ICMP,1000,11663,16256.67,36,183,0,0,0,8518,0.4,5,RST,0,0,0,0.66,Normal
192.168.1.143,10.0.0.41,ICMP,725,16010,693.11,6,6,0,0,0,7624,0.65,6,FIN,0,0,0,0.3,Normal
192.168.1.171,10.0.0.123,ICMP,1404,1024,14808.64,14,7,0,0,0,1524,0.79,2,URG,0,0,0,0.07,Normal
192.168.1.29,10.0.0.254,UDP,939,12896,11662.52,28,194,0,0,0,6113,0.18,18,FIN,0,0,0,0.13,Normal
192.168.1.36,10.0.0.7,TCP,75,9970,18150.11,9,81,0,0,0,4446,0.53,23,URG,0,0,0,0.1,Normal
192.168.1.13,10.0.0.215,ICMP,1177,1601,18728.11,19,154,0,0,0,8740,0.1,21,URG,0,0,0,0.14,Normal
192.168.1.160,10.0.0.216,TCP,451,11463,4834.2,44,118,0,0,1,9942,0.5,6,PSH,0,0,1,0.39,DDoS Attack
192.168.1.71,10.0.0.69,TCP,146,13349,15791.31,8,95,0,0,0,1699,0.13,6,SYN,0,0,1,0.86,Normal
192.168.1.187,10.0.0.69,TCP,1039,2598,19140.4,5,119,0,0,0,7869,0.77,5,URG,0,0,0,0.27,Normal
192.168.1.243,10.0.0.81,TCP,459,2548,5340.32,19,98,0,0,0,862,0.62,2,RST,0,0,0,0.64,Normal
192.168.1.86,10.0.0.30,UDP,608,14833,17023.18,20,124,1,0,0,787,0.65,5,PSH,0,0,0,0.7,Unauthorized Access
192.168.1.28,10.0.0.73,UDP,724,12469,11734.73,6,78,0,0,0,9363,0.25,9,URG,0,0,0,0.71,Normal
192.168.1.66,10.0.0.6,UDP,703,6191,7905.95,37,133,1,0,1,2669,0.61,13,RST,0,0,0,0.99,Unauthorized Access
192.168.1.170,10.0.0.89,ICMP,163,12218,16473.95,47,1,0,0,0,5386,0.75,20,ACK,0,0,1,0.19,Normal
192.168.1.45,10.0.0.147,ICMP,520,19492,17407.28,33,84,0,0,1,6433,0.31,18,PSH,1,0,0,0.49,DDoS Attack
192.168.1.62,10.0.0.208,ICMP,937,13045,5660.11,46,130,0,0,0,4709,0.95,5,SYN,0,0,0,0.22,Normal
192.168.1.185,10.0.0.213,UDP,391,5886,15891.31,2,125,0,0,1,4842,0.38,12,FIN,0,0,0,0.8,DDoS Attack
192.168.1.245,10.0.0.66,TCP,787,1485,1002.73,44,101,0,0,0,9705,0.36,20,URG,0,0,0,0.16,Normal
192.168.1.134,10.0.0.10,UDP,137,13790,8359.08,16,65,0,0,0,2543,0.39,17,SYN,0,0,1,0.33,Normal
192.168.1.28,10.0.0.144,ICMP,1183,5085,1405.01,42,10,0,0,1,7215,0.9,9,ACK,0,0,0,0.9,DDoS Attack
192.168.1.28,10.0.0.37,ICMP,155,11339,5883.77,1,178,0,0,0,5523,0.31,2,FIN,0,0,0,0.4,Normal
192.168.1.108,10.0.0.207,TCP,393,2865,19007.8,41,51,0,1,0,1127,0.61,23,SYN,0,0,1,0.29,Malware Attack
192.168.1.44,10.0.0.77,UDP,238,18017,14697.4,11,69,0,0,0,6538,0.26,20,ACK,0,0,0,0.38,Normal
192.168.1.84,10.0.0.77,TCP,378,5646,15114.43,12,41,0,0,0,3701,0.78,10,PSH,0,0,0,0.43,Normal
192.168.1.30,10.0.0.32,UDP,560,10905,2698.38,37,186,0,1,0,225,0.99,2,URG,0,0,0,0.28,Malware Attack
192.168.1.190,10.0.0.237,ICMP,1356,9342,11577.93,35,77,0,0,1,8053,0.97,7,SYN,0,0,0,0.47,DDoS Attack
192.168.1.75,10.0.0.47,TCP,491,2840,7782.82,11,68,1,0,0,7992,0.12,21,ACK,0,0,0,0.19,Unauthorized Access
192.168.1.128,10.0.0.110,TCP,98,8700,14686.26,26,24,0,0,0,7979,0.81,15,RST,0,0,0,0.99,Normal
192.168.1.250,10.0.0.200,UDP,182,14550,3150.14,25,112,0,0,0,8095,0.65,11,URG,0,0,0,0.52,Normal
192.168.1.247,10.0.0.171,UDP,1458,4692,5645.61,46,56,0,0,0,9229,0.76,15,PSH,0,0,0,0.87,Normal
192.168.1.92,10.0.0.210,UDP,988,9305,17972.47,39,122,0,0,0,8505,0.38,12,URG,0,0,0,0.31,Normal
192.168.1.217,10.0.0.120,ICMP,1396,3099,3403.89,4,36,0,1,1,7726,0.35,12,PSH,0,0,0,0.85,Malware Attack
192.168.1.231,10.0.0.164,UDP,1444,1762,12651.92,31,2,0,0,0,9044,0.43,4,PSH,0,0,0,0.34,Normal
192.168.1.190,10.0.0.154,ICMP,1463,4024,6309.89,35,56,1,0,0,9134,1.0,14,FIN,0,0,0,0.17,Unauthorized Access
192.168.1.225,10.0.0.10,UDP,891,623,1646.89,44,12,0,0,0,9163,0.16,22,ACK,0,0,0,0.54,Normal
192.168.1.129,10.0.0.159,UDP,1192,17037,4481.41,37,140,0,0,0,9146,0.92,6,RST,0,0,0,0.93,Normal
192.168.1.121,10.0.0.97,ICMP,453,11070,17389.49,15,85,0,0,0,5856,0.54,10,FIN,0,0,0,0.47,Normal
192.168.1.27,10.0.0.157,UDP,239,17529,18211.89,9,72,0,0,0,2791,0.66,10,FIN,0,0,0,0.77,Normal
192.168.1.190,10.0.0.5,ICMP,169,12894,8402.47,36,150,0,0,0,7942,0.09,0,ACK,0,0,1,0.52,Normal
192.168.1.121,10.0.0.77,ICMP,655,16212,12421.81,14,62,0,0,0,1162,0.83,10,RST,0,0,0,0.89,Normal
192.168.1.116,10.0.0.1,UDP,1250,14147,10414.76,10,192,0,0,0,5710,0.09,21,RST,0,0,0,0.28,Normal
192.168.1.205,10.0.0.215,UDP,977,10564,5601.08,8,28,0,0,0,1941,0.68,20,URG,0,0,0,0.89,Normal
192.168.1.233,10.0.0.232,TCP,1354,16555,6902.46,17,89,0,0,0,5634,0.64,9,URG,0,0,0,0.22,Normal
192.168.1.3,10.0.0.131,UDP,1366,10023,10541.14,32,156,0,0,0,1860,0.99,11,URG,0,0,0,0.7,Normal
192.168.1.103,10.0.0.67,TCP,1390,6079,13910.29,8,4,0,0,1,5280,0.88,7,ACK,0,0,0,0.44,DDoS Attack
192.168.1.198,10.0.0.199,UDP,1018,3412,7003.62,40,173,0,1,0,1994,0.38,0,PSH,0,0,0,0.73,Malware Attack
192.168.1.200,10.0.0.228,ICMP,1016,10829,13981.31,14,90,0,0,0,5011,0.91,5,SYN,1,0,0,0.92,Normal
192.168.1.155,10.0.0.163,ICMP,924,4003,19220.01,35,141,0,0,0,1359,0.08,1,RST,0,0,0,0.02,Normal
192.168.1.137,10.0.0.15,TCP,190,13196,500.9,35,83,0,0,0,8264,0.27,13,FIN,0,1,0,0.25,Normal
192.168.1.62,10.0.0.232,UDP,1333,66,3285.1,0,98,0,0,0,6212,0.93,17,PSH,0,0,0,0.79,Normal
192.168.1.165,10.0.0.195,TCP,887,19631,18326.26,27,4,0,0,0,4051,0.53,18,SYN,0,0,1,0.34,Normal
192.168.1.225,10.0.0.93,UDP,297,6006,1440.68,32,189,0,0,1,8411,0.3,10,FIN,0,0,1,0.26,DDoS Attack
192.168.1.51,10.0.0.30,UDP,730,629,15303.28,0,84,0,0,0,8274,0.19,23,URG,0,0,0,0.17,Normal
192.168.1.234,10.0.0.103,ICMP,994,16051,12483.33,5,105,0,0,0,9809,0.41,11,URG,0,0,0,0.7,Normal
192.168.1.172,10.0.0.82,TCP,200,13076,963.54,10,154,0,0,0,5004,0.93,15,URG,0,0,1,0.37,Normal
192.168.1.152,10.0.0.75,ICMP,619,2623,24.54,47,108,0,0,0,4740,0.93,4,FIN,0,0,0,0.92,Normal
192.168.1.207,10.0.0.171,ICMP,822,19229,10044.96,26,102,0,0,0,6883,0.62,8,PSH,0,0,0,0.78,Normal
192.168.1.59,10.0.0.241,ICMP,1236,8329,2355.74,4,94,0,0,0,9362,0.09,14,PSH,0,0,0,0.51,Normal
192.168.1.118,10.0.0.60,TCP,119,3567,17445.59,9,134,0,0,0,6624,0.43,17,URG,0,0,0,0.2,Normal
192.168.1.160,10.0.0.230,UDP,419,4181,9620.69,27,77,0,0,0,2944,0.56,16,RST,0,0,0,0.05,Normal
192.168.1.96,10.0.0.40,UDP,1344,4992,4696.53,15,118,0,0,0,4170,0.74,5,PSH,0,0,0,0.24,Normal
192.168.1.216,10.0.0.193,TCP,986,13542,3372.42,42,184,0,0,0,4228,0.91,4,FIN,0,0,0,0.94,Normal
192.168.1.233,10.0.0.157,UDP,876,6935,16717.09,25,81,0,0,0,4030,1.0,18,URG,0,1,0,0.95,Normal
192.168.1.180,10.0.0.74,TCP,1150,17028,14377.59,49,155,0,0,0,6602,0.41,11,FIN,0,0,0,0.97,Normal
192.168.1.113,10.0.0.220,TCP,1150,15804,14362.08,27,35,0,0,0,1413,0.88,22,FIN,0,0,0,0.3,Normal
192.168.1.62,10.0.0.121,UDP,869,5747,1715.28,13,186,0,0,0,8679,0.83,2,SYN,1,0,0,0.61,Normal
192.168.1.241,10.0.0.223,ICMP,1116,12912,12494.11,12,84,0,0,0,4096,0.58,3,FIN,0,0,0,0.79,Normal
192.168.1.186,10.0.0.147,TCP,663,18967,17390.96,0,191,0,1,0,4525,0.57,15,PSH,0,0,1,0.2,Malware Attack
192.168.1.52,10.0.0.3,TCP,631,1166,15320.35,34,115,0,0,1,5558,0.98,5,SYN,0,0,0,0.34,DDoS Attack
192.168.1.12,10.0.0.36,TCP,1387,5663,2371.95,14,161,1,0,0,5205,0.38,19,SYN,0,0,0,0.58,Unauthorized Access
192.168.1.254,10.0.0.43,TCP,768,3878,18986.09,28,95,0,0,0,8285,0.44,19,FIN,0,0,1,0.02,Normal
192.168.1.39,10.0.0.143,UDP,675,8445,1403.99,30,101,0,0,0,770,0.5,15,PSH,0,0,1,0.57,Normal
192.168.1.130,10.0.0.225,UDP,1302,17161,11142.52,11,121,0,0,0,7174,0.72,23,PSH,0,0,0,0.06,Normal
192.168.1.131,10.0.0.169,TCP,204,11419,18900.8,4,83,0,0,0,6492,0.52,6,ACK,0,0,0,0.34,Normal
192.168.1.113,10.0.0.235,ICMP,624,8616,16446.91,47,97,0,0,0,7741,0.6,13,PSH,0,0,0,0.8,Normal
192.168.1.101,10.0.0.115,UDP,562,6580,13619.77,45,81,0,0,0,6409,0.38,3,FIN,0,0,0,0.47,Normal
192.168.1.113,10.0.0.109,ICMP,690,11485,17128.31,31,33,0,0,0,1093,0.06,16,PSH,0,0,0,0.99,Normal
192.168.1.184,10.0.0.90,ICMP,565,12546,13468.89,9,100,0,1,0,7237,0.61,14,FIN,0,0,0,0.76,Malware Attack
192.168.1.81,10.0.0.208,TCP,804,11308,1108.43,4,69,0,0,0,4466,0.62,10,SYN,0,0,0,0.61,Normal
192.168.1.187,10.0.0.164,UDP,827,2896,7023.93,26,40,0,0,1,5296,0.31,0,PSH,1,0,1,0.25,DDoS Attack
192.168.1.113,10.0.0.225,TCP,1278,14598,8548.18,38,47,0,0,0,6573,0.62,23,RST,0,0,0,0.09,Normal
192.168.1.2,10.0.0.84,TCP,738,871,10932.08,20,127,0,0,0,5589,0.62,12,RST,0,0,0,0.93,Normal
192.168.1.130,10.0.0.77,ICMP,112,11966,4600.51,15,173,0,0,0,2979,0.36,23,SYN,0,0,0,0.03,Normal
192.168.1.220,10.0.0.161,ICMP,1450,16603,17624.64,28,27,1,0,0,1081,0.73,9,SYN,0,0,0,0.68,Unauthorized Access
192.168.1.54,10.0.0.5,ICMP,690,18551,4581.73,14,135,0,0,0,3936,0.59,12,URG,0,0,1,0.39,Normal
192.168.1.87,10.0.0.229,TCP,743,2387,13155.3,37,186,0,0,0,5246,0.1,9,PSH,0,0,0,0.96,Normal
192.168.1.229,10.0.0.78,TCP,340,18583,17533.38,6,14,0,0,0,5020,0.47,8,FIN,0,0,0,0.41,Normal
192.168.1.224,10.0.0.91,TCP,110,6240,14658.93,17,132,1,0,0,5672,0.88,19,URG,0,0,0,0.54,Unauthorized Access
192.168.1.225,10.0.0.87,TCP,989,17749,2728.89,18,114,0,0,0,5974,0.76,24,URG,0,0,0,0.72,Normal
192.168.1.129,10.0.0.14,TCP,279,15019,19028.37,16,162,0,0,1,25,0.14,2,SYN,0,0,0,0.54,DDoS Attack
192.168.1.147,10.0.0.104,TCP,293,10895,1847.41,13,113,0,0,0,7870,0.95,13,PSH,0,0,0,0.73,Normal
192.168.1.126,10.0.0.196,TCP,386,16238,4009.34,40,80,0,0,0,1179,0.25,21,SYN,0,1,0,0.01,Normal
192.168.1.130,10.0.0.231,TCP,288,1660,2793.47,47,91,0,0,0,7732,0.35,18,ACK,0,0,0,0.76,Normal
192.168.1.53,10.0.0.244,UDP,1374,16062,13341.67,9,166,0,0,0,4810,0.21,20,FIN,0,0,0,0.72,Normal
192.168.1.172,10.0.0.83,UDP,109,2968,16150.13,24,148,0,0,0,4593,0.73,9,ACK,0,0,0,0.65,Normal
192.168.1.218,10.0.0.175,UDP,1101,6000,4767.94,40,46,0,0,0,4812,0.56,15,ACK,0,0,0,0.11,Normal
192.168.1.160,10.0.0.54,UDP,696,18076,19585.18,43,147,0,0,0,8847,0.57,7,PSH,0,0,0,0.22,Normal
192.168.1.198,10.0.0.132,TCP,438,12657,2793.48,8,129,0,0,0,2762,0.69,15,FIN,1,0,0,0.79,Normal
192.168.1.160,10.0.0.222,TCP,766,18360,6324.21,15,151,0,0,0,6629,0.59,8,URG,0,0,0,0.7,Normal
192.168.1.247,10.0.0.211,ICMP,1050,3296,9811.28,47,190,0,0,1,4911,0.34,23,URG,0,0,0,0.03,DDoS Attack
192.168.1.68,10.0.0.95,ICMP,396,17389,16178.86,23,112,0,0,0,8946,0.92,23,ACK,0,0,0,0.18,Normal
192.168.1.183,10.0.0.223,UDP,229,18536,7537.09,20,28,0,0,0,7650,0.58,9,FIN,0,0,0,0.11,Normal
192.168.1.203,10.0.0.9,ICMP,570,966,3606.13,33,84,0,0,0,1425,0.73,19,FIN,0,0,0,0.31,Normal
192.168.1.184,10.0.0.53,UDP,180,227,9304.08,38,80,0,0,0,7838,0.15,6,ACK,0,0,0,0.04,Normal
192.168.1.123,10.0.0.77,TCP,1006,2425,9535.14,6,77,0,0,0,6387,0.36,3,PSH,0,0,0,0.48,Normal
192.168.1.145,10.0.0.206,TCP,699,11547,333.94,6,161,0,0,0,710,0.78,24,FIN,0,0,0,0.22,Normal
192.168.1.38,10.0.0.247,ICMP,1391,1477,427.56,27,131,0,0,0,2302,0.34,0,FIN,0,0,0,0.1,Normal
192.168.1.24,10.0.0.60,TCP,520,12984,5560.0,34,16,0,0,0,1042,0.73,15,ACK,0,0,0,0.51,Normal
192.168.1.69,10.0.0.46,TCP,932,19266,14827.0,9,127,0,0,0,4944,0.49,18,ACK,0,0,0,0.16,Normal
192.168.1.116,10.0.0.54,UDP,1358,16426,7326.15,37,30,0,0,0,2073,0.8,19,SYN,0,0,0,0.67,Normal
192.168.1.98,10.0.0.74,ICMP,279,11121,4231.98,31,153,1,0,0,7298,0.74,4,RST,0,0,0,0.31,Unauthorized Access
192.168.1.198,10.0.0.112,TCP,176,19881,2268.36,33,78,0,0,0,746,0.25,10,PSH,0,0,0,0.5,Normal
192.168.1.214,10.0.0.95,ICMP,1103,3088,5617.64,23,129,0,0,0,6600,0.15,16,SYN,0,0,0,0.68,Normal
192.168.1.139,10.0.0.165,TCP,279,6648,9633.97,49,33,0,0,0,7969,0.37,7,PSH,0,0,0,0.69,Normal
192.168.1.240,10.0.0.23,UDP,490,4872,1876.66,40,37,0,0,0,9057,0.26,9,URG,0,0,0,0.06,Normal
192.168.1.144,10.0.0.27,TCP,1222,18211,308.53,46,157,1,0,0,997,0.35,14,PSH,0,0,0,0.56,Unauthorized Access
192.168.1.97,10.0.0.70,ICMP,1130,12128,2554.87,45,165,0,0,0,1589,0.07,3,RST,0,0,1,0.55,Normal
192.168.1.201,10.0.0.218,ICMP,827,12220,14762.21,40,189,0,0,0,1530,0.45,8,SYN,0,0,0,0.91,Normal
192.168.1.124,10.0.0.194,UDP,347,15041,9331.53,1,8,1,0,0,7102,0.67,24,FIN,0,1,0,0.42,Unauthorized Access
192.168.1.187,10.0.0.109,TCP,897,4304,8908.89,41,1,0,0,1,386,0.35,21,RST,0,0,0,0.48,DDoS Attack
192.168.1.70,10.0.0.189,UDP,1185,724,404.85,3,63,0,0,0,8409,0.68,1,PSH,0,0,0,0.38,Normal
192.168.1.208,10.0.0.77,ICMP,1147,14780,14221.78,0,114,1,0,0,2803,0.67,23,RST,0,1,0,0.1,Unauthorized Access
192.168.1.93,10.0.0.179,UDP,293,19601,4046.16,21,193,0,1,0,7058,0.07,15,RST,0,0,0,0.92,Malware Attack
192.168.1.3,10.0.0.50,TCP,448,3990,1826.4,10,174,0,0,0,6068,0.81,1,SYN,0,0,0,0.37,Normal
192.168.1.148,10.0.0.124,TCP,222,4393,16842.24,47,171,0,0,0,5589,0.11,16,ACK,0,0,0,0.77,Normal
192.168.1.252,10.0.0.19,UDP,887,18418,9717.3,10,120,0,1,0,1541,0.51,13,FIN,0,0,0,0.73,Malware Attack
192.168.1.187,10.0.0.1,ICMP,534,11931,14981.17,44,10,0,0,0,5608,0.89,15,RST,0,0,0,0.79,Normal
192.168.1.164,10.0.0.40,ICMP,271,6872,16439.48,13,10,0,0,0,927,0.92,24,SYN,0,0,0,0.35,Normal
192.168.1.147,10.0.0.160,UDP,237,19008,19292.69,26,62,0,0,0,132,0.4,22,SYN,0,0,0,0.73,Normal
192.168.1.90,10.0.0.22,TCP,1168,820,12477.75,32,86,0,0,0,7410,0.0,8,URG,0,0,0,0.49,Normal
192.168.1.195,10.0.0.112,TCP,1105,10657,1374.88,27,179,0,0,0,4070,0.57,8,SYN,0,1,0,0.43,Normal
192.168.1.147,10.0.0.221,TCP,1080,2040,11158.19,22,45,0,0,1,8294,1.0,23,SYN,0,0,0,0.42,DDoS Attack
192.168.1.148,10.0.0.194,TCP,771,13214,10195.36,8,104,0,0,0,9779,0.67,12,ACK,0,0,0,0.29,Normal
192.168.1.96,10.0.0.40,ICMP,1378,6043,1160.7,17,45,0,0,1,13,0.21,21,URG,0,0,0,0.21,DDoS Attack
192.168.1.199,10.0.0.38,TCP,1447,15255,6132.98,42,85,0,0,0,3686,0.54,20,FIN,0,0,0,0.11,Normal
192.168.1.52,10.0.0.48,UDP,1366,1982,8249.44,23,186,0,0,0,5895,0.56,14,FIN,0,0,0,0.96,Normal
192.168.1.233,10.0.0.183,UDP,1038,7964,3227.9,26,95,0,0,0,3626,0.76,0,RST,0,0,0,0.23,Normal
192.168.1.161,10.0.0.75,UDP,460,834,185.15,34,194,0,0,0,8827,0.85,24,RST,0,0,0,0.61,Normal
192.168.1.168,10.0.0.209,UDP,1037,1737,15141.99,3,24,0,1,0,7970,0.85,2,URG,1,0,0,0.87,Malware Attack
192.168.1.128,10.0.0.183,TCP,829,7513,17034.17,21,193,0,0,0,5441,0.86,21,RST,0,0,0,0.71,Normal
192.168.1.39,10.0.0.179,ICMP,1229,5131,4589.74,10,183,0,0,0,9329,0.89,13,PSH,0,0,0,0.39,Normal
192.168.1.82,10.0.0.107,TCP,740,18626,85.97,6,113,0,0,0,6651,0.37,13,SYN,0,0,0,0.81,Normal
192.168.1.104,10.0.0.188,ICMP,580,15019,17799.84,40,179,0,0,0,4999,0.38,19,RST,0,0,0,0.08,Normal
192.168.1.129,10.0.0.8,TCP,1338,5690,2687.86,36,73,0,0,0,6251,0.46,7,FIN,0,0,0,0.9,Normal
192.168.1.11,10.0.0.86,ICMP,725,6755,8070.56,33,21,0,0,0,3894,0.71,17,PSH,0,0,0,0.96,Normal
192.168.1.220,10.0.0.68,UDP,1324,7615,7325.67,11,47,0,0,0,417,0.02,23,RST,0,1,0,0.84,Normal
192.168.1.185,10.0.0.75,UDP,1219,772,3293.59,3,150,0,0,1,2073,0.4,3,SYN,0,0,0,0.12,DDoS Attack
192.168.1.217,10.0.0.200,ICMP,369,31,11980.22,44,157,0,0,0,4413,0.08,5,ACK,0,0,0,0.54,Normal
192.168.1.178,10.0.0.137,ICMP,421,18653,18371.66,1,40,0,0,0,4241,0.65,21,SYN,0,0,0,0.39,Normal
192.168.1.151,10.0.0.90,ICMP,1372,14822,10279.33,46,131,1,0,0,8455,0.3,10,SYN,0,0,0,0.64,Unauthorized Access
192.168.1.159,10.0.0.130,UDP,1380,4571,19458.52,0,177,0,0,0,3378,0.06,2,RST,0,0,0,0.42,Normal
192.168.1.222,10.0.0.80,UDP,1250,3315,3823.53,17,25,0,0,0,5094,0.11,20,FIN,0,0,0,0.75,Normal
192.168.1.42,10.0.0.95,TCP,482,7780,16971.56,22,124,0,0,0,8298,0.9,17,SYN,0,0,0,0.32,Normal
192.168.1.99,10.0.0.70,ICMP,705,9743,5145.59,33,11,0,0,0,3045,0.85,2,RST,0,0,0,0.9,Normal
192.168.1.7,10.0.0.245,ICMP,570,8622,5018.32,3,94,1,0,0,6950,0.75,13,RST,0,0,0,0.68,Unauthorized Access
192.168.1.252,10.0.0.213,ICMP,1449,11746,2362.65,41,89,0,0,0,9129,0.28,23,ACK,0,0,0,0.12,Normal
192.168.1.144,10.0.0.90,UDP,375,4446,17274.02,44,88,0,0,0,9289,0.5,18,PSH,0,0,0,0.79,Normal
192.168.1.90,10.0.0.59,ICMP,767,7107,14503.92,18,48,0,0,0,5179,0.94,15,FIN,0,0,0,0.4,Normal
192.168.1.112,10.0.0.147,ICMP,308,6824,6839.72,39,160,1,0,0,4210,0.87,11,ACK,0,0,0,0.26,Unauthorized Access
192.168.1.249,10.0.0.28,UDP,540,8324,6994.84,41,131,0,0,0,7793,0.7,23,SYN,0,0,0,0.24,Normal
192.168.1.244,10.0.0.72,ICMP,678,8635,16897.44,39,173,0,0,0,4466,0.8,10,RST,0,0,0,0.03,Normal
192.168.1.60,10.0.0.14,TCP,499,16345,18552.36,40,89,0,0,0,4653,0.02,22,URG,0,0,0,0.31,Normal
192.168.1.113,10.0.0.24,UDP,313,4175,12052.49,8,122,0,0,0,8967,0.73,7,PSH,0,0,0,0.44,Normal
192.168.1.2,10.0.0.112,UDP,1109,19876,8142.72,22,109,0,1,0,9560,0.48,23,URG,0,1,0,0.65,Malware Attack
192.168.1.129,10.0.0.44,UDP,540,8047,1072.34,12,20,0,0,0,9817,0.19,15,PSH,0,1,0,0.54,Normal
192.168.1.48,10.0.0.229,TCP,574,19278,2540.03,0,148,0,0,0,5707,0.96,21,PSH,0,0,0,0.57,Normal
192.168.1.254,10.0.0.56,UDP,1423,19032,2844.34,11,51,0,0,0,4642,0.87,23,PSH,0,0,0,0.1,Normal
192.168.1.140,10.0.0.218,UDP,837,14782,5543.3,9,81,1,0,1,3949,0.84,5,RST,0,0,0,0.15,Unauthorized Access
192.168.1.197,10.0.0.223,UDP,1429,18009,5148.07,26,20,0,0,0,8875,0.41,5,FIN,0,0,0,0.62,Normal
192.168.1.37,10.0.0.120,UDP,1425,15515,10862.2,18,121,0,0,0,535,0.22,13,URG,0,0,0,0.66,Normal
192.168.1.160,10.0.0.179,TCP,987,3818,18882.56,39,14,0,0,0,952,0.65,16,PSH,0,0,0,0.74,Normal
192.168.1.251,10.0.0.32,ICMP,1129,16620,17234.6,31,80,0,0,1,5263,0.5,10,FIN,1,0,0,0.96,DDoS Attack
192.168.1.247,10.0.0.178,ICMP,137,13703,10188.17,21,32,0,0,0,1579,0.68,5,URG,0,0,0,0.05,Normal
192.168.1.9,10.0.0.169,UDP,872,14336,355.79,24,170,1,0,0,3045,0.41,8,FIN,0,0,0,0.44,Unauthorized Access
192.168.1.233,10.0.0.194,TCP,894,14525,1377.29,10,122,0,0,0,8946,0.93,14,FIN,0,0,0,0.73,Normal
192.168.1.99,10.0.0.25,UDP,1109,545,17208.41,10,167,0,0,1,3973,0.96,3,FIN,0,0,0,0.89,DDoS Attack
192.168.1.147,10.0.0.116,ICMP,283,1132,5679.76,25,166,0,0,0,8359,0.79,17,FIN,0,0,0,0.65,Normal
192.168.1.48,10.0.0.236,ICMP,142,7099,6368.63,15,192,0,0,0,4710,0.3,14,FIN,1,0,0,0.77,Normal
192.168.1.208,10.0.0.189,TCP,298,14113,2804.15,28,4,0,0,0,9228,0.16,12,RST,0,0,0,0.43,Normal
192.168.1.131,10.0.0.66,ICMP,220,3544,4470.04,29,124,0,0,1,6497,0.44,22,SYN,1,0,0,0.95,DDoS Attack
192.168.1.148,10.0.0.42,UDP,390,17052,4951.29,10,191,0,0,0,4853,0.44,7,ACK,0,0,0,0.55,Normal
192.168.1.152,10.0.0.193,TCP,1201,15391,8247.75,0,61,0,0,0,2170,0.82,15,FIN,1,1,0,0.36,Normal
192.168.1.54,10.0.0.164,ICMP,705,14347,12466.68,5,78,0,0,0,1813,0.02,15,RST,0,0,0,0.12,Normal
192.168.1.120,10.0.0.249,UDP,684,7228,7069.59,12,133,0,0,0,252,0.09,0,RST,0,0,0,0.81,Normal
192.168.1.161,10.0.0.76,TCP,1048,9368,9002.77,26,194,0,0,0,3462,0.34,5,PSH,0,0,0,0.52,Normal
192.168.1.152,10.0.0.137,UDP,1362,5001,3646.18,42,45,0,0,0,6765,0.12,3,FIN,0,0,0,0.09,Normal
192.168.1.116,10.0.0.164,ICMP,1468,13804,1137.23,34,50,0,0,0,7124,0.38,15,FIN,0,0,0,0.75,Normal
192.168.1.75,10.0.0.233,UDP,1107,10173,6971.33,32,88,0,0,0,6919,0.21,10,RST,0,0,0,0.05,Normal
192.168.1.113,10.0.0.220,TCP,1296,18297,1259.2,13,131,0,1,0,2303,0.98,21,PSH,0,0,0,0.32,Malware Attack
192.168.1.200,10.0.0.38,UDP,669,18006,6001.41,42,23,0,0,0,9009,0.52,18,PSH,0,0,0,0.27,Normal
192.168.1.164,10.0.0.161,ICMP,927,5407,16753.6,45,139,0,0,0,8836,0.63,10,PSH,0,0,0,0.99,Normal
192.168.1.166,10.0.0.170,TCP,812,11908,7344.95,21,38,0,0,0,4877,0.82,24,PSH,0,0,0,0.54,Normal
192.168.1.104,10.0.0.61,TCP,1247,12273,3873.3,41,184,0,0,0,1968,0.51,19,ACK,0,0,0,0.41,Normal
